exp,npz_path,n,mean,std,skew,kurt_excess,ks_D,ks_p,ac1,q_min,q_max,z_min,z_max
8d3d978be11ae250,nnbd_v8_out\coupling_8d3d978be11ae250.npz,201,4.08738824986376e-17,0.9999999999999999,-0.22583672316623388,-0.5177490035655103,0.04760438616589824,0.7426031364876082,-0.7609486353083343,-2.7598798614033386,2.0830701103851768,-2.7552123707205443,2.075675440440697
