exp,npz_path,n,mean,std,skew,kurt_excess,ks_D,ks_p,ac1,q_min,q_max,z_min,z_max
bc00b4127231e034,nnbd_v8_out\coupling_bc00b4127231e034.npz,201,-1.9884591485823698e-17,1.0,-0.03839582686069225,-0.5580595751672082,0.04797139608540779,0.7340019760815112,-0.37973362026794244,-2.3820780421225884,2.7588453896958605,-2.3750527377399777,2.753066381713418
