theta,kappa,n,mean,std,skew,kurt_excess,ks_D,ks_p,ac1,q_min,q_max,z_min,z_max,exp,npz_path
,,201,1.0494645506406952e-17,1.0,-0.052373653236605415,-0.06894883163761767,0.04141365474569797,0.8741436355870007,-0.5210327161734445,-2.9686435758767113,2.4258801352316395,-2.9625553723084197,2.4185323933761556,019a8cb9269064ba,nnbd_v8_out\coupling_019a8cb9269064ba.npz
,,201,4.08738824986376e-17,0.9999999999999999,-0.22583672316623388,-0.5177490035655103,0.04760438616589824,0.7426031364876082,-0.7609486353083343,-2.7598798614033386,2.0830701103851768,-2.7552123707205443,2.075675440440697,8d3d978be11ae250,nnbd_v8_out\coupling_8d3d978be11ae250.npz
,,201,-1.9884591485823698e-17,1.0,-0.03839582686069225,-0.5580595751672082,0.04797139608540779,0.7340019760815112,-0.37973362026794244,-2.3820780421225884,2.7588453896958605,-2.3750527377399777,2.753066381713418,bc00b4127231e034,nnbd_v8_out\coupling_bc00b4127231e034.npz
