exp,npz_path,n,mean,std,skew,kurt_excess,ks_D,ks_p,ac1,q_min,q_max,z_min,z_max
019a8cb9269064ba,nnbd_v8_out\coupling_019a8cb9269064ba.npz,201,1.0494645506406952e-17,1.0,-0.052373653236605415,-0.06894883163761767,0.04141365474569797,0.8741436355870007,-0.5210327161734445,-2.9686435758767113,2.4258801352316395,-2.9625553723084197,2.4185323933761556
