T,theta,kappa,H,X,Sg_re,Sg_im,Sp_re,Sp_im,Eg_re,Eg_im,Ep_re,Ep_im,D,sigma_hat,Q
90.0,0.7,0.3,3.8572052822268215,23.0,-0.14626955454602744,-0.6659840377424232,0.7683547896773938,-0.8686998667382743,-0.5903132700308461,-0.751276197211042,0.6913982219267275,-0.9563515344734834,-1.2817114919575736,1.099052700402287,-1.1661965722739482
95.0,0.7,0.3,3.920279951613009,24.0,1.2081357791010454,0.12647276484552444,-0.9890991087505618,0.20059183847477022,0.7377791060417855,0.037988923351226736,-1.008190529453775,0.10825424569326851,1.7459696354955605,1.0796168861988766,1.6172122331679932
100.0,0.7,0.3,3.9810717055349722,25.0,0.4077394750850463,-0.02184110622906645,0.5070155309572165,-0.014384162079459991,-0.02540273542155841,0.008398839838945998,0.4363538931237926,0.029666663672152975,-0.461756628545351,0.6815335438508899,-0.6775259012729928
105.0,0.7,0.3,4.039771395287841,26.0,0.7925022862069345,0.0880716949234384,-0.4121114417954375,0.020136807663227042,0.3610826680051708,0.17258625234892816,-0.46065004314499375,0.11282049145711331,0.8217327111501646,1.0435416576723102,0.7874460066913808
110.0,0.7,0.3,4.096545713663848,27.0,0.04165591539915989,1.1212154163131394,0.6491760439758664,1.268002530256954,-0.4328972428041624,1.1619152709905118,0.641703880667567,1.3087278854813256,-1.0746011234717294,1.4173645956633907,-0.758168453451998
115.0,0.7,0.3,4.151541198814568,28.0,0.707183323191344,0.13263322225127236,-0.10911872702279252,-0.1406766105579194,0.10605516015644267,0.18262980147899457,0.04276125320292279,-0.08504165404012803,0.06329390695351989,0.9643614911108538,0.06563296806948529
120.0,0.7,0.3,4.204887431174572,29.0,0.12669541532136605,0.035064496752216304,0.7181358829877994,0.13163627027931052,-0.4430015724484293,0.04187568472520554,0.8204689498875497,0.12198815510869081,-1.263470522335979,0.8608118218232245,-1.46776622985952
125.0,0.7,0.3,4.2566996126039225,29.0,0.08465186326352403,-0.8248898287697773,0.4082714988945908,-1.1669720840203253,-0.414435958586628,-0.8945317828467042,0.4354803966354741,-1.2464500198072854,-0.8499163552221021,1.0799120432996976,-0.7870236844707852
130.0,0.7,0.3,4.307080666837073,30.0,0.87362339257957,0.04886881059458559,-0.5377749278828002,0.1825967222591167,0.4000888012385996,-0.09200415752657573,-0.5474071529732181,0.020436912084575903,0.9474959542118176,1.0653920882840555,0.8893401449393865
135.0,0.7,0.3,4.356122964910856,31.0,0.7585310932741831,-0.8838829123870345,-0.2646977407145826,-1.0504807417075022,0.3351551916188073,-0.9134410729092691,-0.31837377087905433,-1.064282758100728,0.6535289624978616,1.206284396570043,0.5417702196564178
140.0,0.7,0.3,4.403909753814732,32.0,0.9351407869034134,-0.042978071625601355,-0.6221076402036798,0.1694516201829725,0.5736833202801979,-0.014987317701797325,-0.7312102956689992,0.22168647046125617,1.304893615949197,1.1501727137384228,1.1345197120073234
